6708,1995,20
3292,1848,0
13379,2709,35
12798,2797,57
13272,2544,58
9117,1853,16
4993,1521,0
3335,1431,0
3821,1444,0
2547,1373,0
838,1214,0
3325,1419,0
2424,1356,0
7222,1667,0
2467,1370,0
2915,1399,0
12357,1916,0
3490,1401,0
6017,1576,0
5933,1595,0
6088,1593,0
6375,1649,0
7604,1692,0
4729,1506,0
3609,1447,0
7018,1690,0
5992,1604,0
6564,1658,0
12167,1926,0
8198,1736,0
4193,1491,0
5528,1555,0
10685,1869,0
254,1141,0
8580,1698,0
8891,1364,0
7275,2003,0
3973,1696,0
5205,1801,0
5057,1724,0
6198,1852,0
6559,1905,0
5997,1811,0
7192,1922,0
3404,1610,1
5583,1851,0
5079,1804,0
4165,1725,0
3588,1654,3
3409,1632,0
1715,1481,0
1532,1473,0
924,1410,0
4571,1779,0
772,1403,0
3634,1613,5
7443,1878,20
1201,1426,0
5202,1780,0
4878,1742,0
7379,1972,0
5161,1821,0
3090,1630,0
6227,1899,0
6424,1903,0
2661,1125,0
10352,2038,19
10129,2010,1
10465,2133,1
22244,2670,66
5472,1882,1
8247,1944,11
6711,2346,0
10999,2198,11
10080,2048,23
7804,1946,9
16901,2629,32
9471,2187,0
9482,2095,15
5980,1861,0
11423,2194,26
5439,1854,0
42,403,0
7618,2004,0
7910,1893,0
8482,2063,0
9685,2148,47
2524,1529,0
7762,1890,1
7948,1956,0
9202,2094,22
8859,1970,2
7286,2241,46
9317,2021,28
6873,1898,46
7373,1907,0
8242,1882,2
3516,1966,46
7913,1835,28
7365,1780,20
8452,1830,5
7399,1739,7
7525,1878,0
7412,1906,1
8278,2015,0
8314,1971,13
7063,1910,0
4940,1897,75
8168,2096,46
7726,1906,0
8275,1962,0
6440,1826,0
7566,1431,0
4747,1788,0
9715,2093,16
8844,2065,6
7451,1908,0
6905,1908,0
8199,1964,11
6798,2014,20
7711,1985,0
4880,1867,15
8857,2124,18
3843,1669,0
7396,1995,20
6731,1921,14
5995,2010,0
8283,2057,22
7904,2095,24
5512,1972,0
9135,2044,0
5250,1946,17
3077,1237,0
10035,1495,31
7641,1433,5
9010,1468,15
13459,1625,31
10415,1529,11
11663,1584,4
12414,1638,19
11658,1554,2
6093,1397,0
8911,1481,33
12058,1638,0
14112,1655,30
11177,1570,50
11388,1551,7
7193,1377,0
7114,1407,15
10645,1545,36
13238,1650,43
10414,1501,41
16520,1760,24
14335,1710,47
13559,1628,14
12312,1618,14
11677,1590,29
11550,1574,0
13585,1633,9
14687,1667,8
13072,1630,1
746,52,4
0,1981,0
108,2011,0
